MFCCs_ 1,MFCCs_ 2,MFCCs_ 3,MFCCs_ 4,MFCCs_ 5,MFCCs_ 6,MFCCs_ 7,MFCCs_ 8,MFCCs_ 9,MFCCs_10,MFCCs_11,MFCCs_12,MFCCs_13,MFCCs_14,MFCCs_15,MFCCs_16,MFCCs_17,MFCCs_18,MFCCs_19,MFCCs_20,MFCCs_21,MFCCs_22,Family,Species
0.14657791790818173,0.30072842756190377,0.13153396010901217,1.2801538324039117,0.3019174995051322,-1.0465255785303296,-0.6133310220029853,1.068692918002625,0.861330801871001,-0.7264877334927716,-0.6189005139477538,0.9614845821449018,0.3378967972684445,-1.1442128932741356,0.04101574027604955,1.3454061371841846,-0.02027592964998275,-1.491752705384628,0.16166860252898355,1.1935845066394641,1.8690552752121963,-0.43408948143363896,Leptodactylidae,AdenomeraHylaedactylus
-0.33968505014336564,0.6052455568062771,2.6138613997794016,0.5966534003759136,-3.3182701158018597,1.7371606616073862,1.3840524556650404,-0.5473633299511811,-0.32674104282874644,-0.854114285853779,0.561512819029285,1.2820292900920287,-1.082804678697867,-0.667200179383369,1.4089819890697353,-0.41734519625069627,-1.0004550223610618,-0.7190287358295765,0.27557477736858726,0.8780280122512207,-0.2300576577495415,-1.5618847355613594,Hylidae,HypsiboasCinerascens
0.14657791790818173,-0.5958169706199052,-1.2516802344203701,-0.8859541703079012,1.343641403134041,1.1784903050332955,-0.2573474910142156,-1.733588945132022,-0.996000467300679,2.189114233214193,1.7440125697125277,-2.0546561392318274,-2.4240325357621133,0.7924029578886153,2.0252881342282834,0.27315912434807654,-1.655411890167323,-1.7821033658441257,-0.037845869494699654,1.115839323528588,0.9461809881818858,-0.5582930665646807,Leptodactylidae,AdenomeraAndre
0.14657791790818173,-0.9487214921494124,-0.6436107642496626,0.4560744676683251,-0.10278551453826323,-0.8665712812535051,-0.5334387033603203,0.902194217701751,1.1744560990095219,0.07524310563899232,-0.7238296884344051,0.253771703387439,0.561084464604554,-0.956831073001164,-0.7740617149157695,0.23559024733952455,0.40560455035033205,0.23414277175471854,0.24753372074445468,-0.48320683878970144,0.4487111993032852,0.3548661911566346,Leptodactylidae,AdenomeraHylaedactylus
0.14657791790818173,0.6746741085776473,0.2739616748166043,-1.3196056199923203,-0.31697046134249,0.818480915155978,0.07623454918058814,-0.47974838982445384,-0.21481175701271982,0.3194281818567024,0.36985797074057014,-0.15138844861152576,-0.5209946423402538,0.023372678979403858,0.50875774661294,0.09414022121291728,-0.5296701735729655,-0.1848064794222704,0.6065634928026973,0.378938888289059,-0.3782829322437666,-0.30122856917359775,Hylidae,HypsiboasCordobae
0.14657791790818173,0.15872038224762314,-0.5018443780705331,-0.8130860898020497,-0.4203236976328381,-0.29307367308280424,0.9294469548218349,-0.2825290658834376,-2.1020804822232058,-1.5152542979102588,1.1917377488248213,-0.5998319873896328,-1.7846167881724735,0.7884544292909011,1.3874316919483138,-1.4450080755806896,-1.4557408553518123,0.990113464818621,1.2653903208938866,0.4771728963902761,-0.8997244115103545,-1.044033406831595,Dendrobatidae,Ameeregatrivittata
0.14657791790818173,0.19890786915416567,0.4359455979859434,0.799038303405712,-0.1308754775549965,-0.4295597239064243,-0.26711043090685616,0.7302557449855472,0.7793617513612392,-0.6612524310856772,-0.9751755211122178,0.5882732681802217,0.8887255267136156,-0.7882809508282711,-0.636124425114536,0.7289263205637738,0.5544815005262751,-0.5378755145522565,-0.6454810848089939,0.04998224391116356,0.6959083129725889,0.47619737981172056,Leptodactylidae,AdenomeraHylaedactylus
0.14657791790818173,1.7825884707461341,0.2871787059365402,0.20452741044065315,-0.004625622419900898,-0.8027845656112242,-0.10306309650267395,0.7011060047789592,0.5695529114681954,0.027687325110881608,-0.4202992990343338,0.3461867232174754,0.8215754930171393,-0.05887372640795291,-0.4008770420830817,-0.08267747138603021,0.5364192876636431,0.37473848072578775,0.39165018529436507,0.08540609643152197,0.30576629604234273,0.8242287929171542,Leptodactylidae,AdenomeraHylaedactylus
0.14657791790818173,-0.578711004807676,-0.6015861952384179,1.1243594967606132,0.8176671990246268,0.11036603528995727,-0.9567894901931342,0.24360106661882258,0.966906139182723,0.48565035672983387,-0.7784381391302592,0.08285507235671033,1.0515462899895696,-0.4267295458644527,-1.0282689596448986,0.25959965282811104,1.1723056376281893,0.6082945210916247,-0.9102668862643836,-1.367305292561572,-0.029842478060655753,1.2114842406658042,Leptodactylidae,AdenomeraHylaedactylus
0.14657791790818173,-0.7467458717729065,1.1805342424538001,-0.38244611083976293,-1.4394388888339822,1.4590234298956197,1.0145480582814366,-1.551305301783891,-0.1196440275000745,1.104798420307537,-0.46047612766906054,-0.594061536570076,0.5761816259199185,0.8921541851640703,-0.18179873654612316,-0.9145249448754843,-0.5475181493292325,-0.09301440474351944,0.7985272345166319,1.0423151397049768,-0.27576889331390747,-1.6174449658897225,Leptodactylidae,LeptodactylusFuscus
0.14657791790818173,-0.7246201430072655,-0.9264983683019177,1.13162461056124,0.8045260746824444,-0.7580312934043614,-1.0854386841779353,-0.28985547569439163,0.8852463881748747,0.3656288369788672,-0.7782236583621809,0.23251420134413953,1.3262714595373706,-0.23457064262976396,-1.504285071647461,-0.2606997228505396,1.3453288169555213,0.45923146602040515,-1.6542962875778013,-1.9060860284691212,0.06849316252296851,1.4382639878545498,Leptodactylidae,AdenomeraHylaedactylus
0.14657791790818173,-1.3008813742722423,-1.3399250073091231,-0.1700927997383896,0.29816650993525773,-0.35503379185075873,-0.46124026364559134,-0.021114546932253443,0.6161003662027407,0.8807566019526034,-0.18850529642325423,0.015251800711857626,0.46508249364079896,-0.2681803236444444,-1.1442043497293128,-0.3675613267989215,1.2104586856107307,0.8885348279203233,-0.6183912129362441,-1.501815838223108,-0.6991047858839708,1.240408806138267,Leptodactylidae,AdenomeraHylaedactylus
0.14657791790818173,-0.5518830926543181,-0.017788843176859758,1.6239361294183867,0.019732597949933747,-0.6536666302956861,-0.5226228900556571,0.6634607304768092,0.5403355947863929,-0.6067086320191989,-0.5767270075308458,1.0395326247149836,0.5912772617867352,-1.742282476626448,-0.221269340292572,2.1855227465427234,0.33043203655517817,-2.2729241807426135,-0.9048792648793419,1.028533194775993,2.0565441642005724,0.02005903855301094,Leptodactylidae,AdenomeraHylaedactylus
0.14657791790818173,0.4504908739543996,-1.5141429995442417,-3.1785685336833978,0.4146179406187755,1.4286824609635624,0.4988221693305965,0.45153183500616983,-0.09498895343517527,0.5003677352499578,0.31626299666094254,-1.9912904832826261,-1.883105898416697,1.5962036654902414,2.408210356836527,1.7308288176569369,-0.7402386408023773,-3.1979781778063603,-1.4877675030060749,0.6526681526679241,1.7261917678424634,0.6267121824335263,Leptodactylidae,AdenomeraAndre
-2.0819653048676314,0.6874890399401586,2.6138613997794016,0.4550729431850856,-2.1464365038160125,1.5967539128878323,0.735722921702072,-0.6808380012093915,-0.12143233474404524,-1.4395354923608665,0.11146675707161159,1.3731893044113994,-1.0818591867397165,-0.9377497448854919,1.2500526453638012,0.07572121269055906,-1.5276699117167525,-0.7961328579206026,0.6394927285486608,1.2510194230440914,-1.45514113000933,-2.1142541518693774,Hylidae,HypsiboasCinerascens
0.14657791790818173,1.9618987651377267,1.4793375172074112,-0.1536685202464142,-0.9386320473143721,-0.7646659346735457,-0.44536918229921635,0.5862023854856426,0.059205558430458334,-2.8343704259639875,0.20885112536213232,2.1865856964101216,-1.2175804033919917,-1.526821853176643,1.5671678341994777,0.33142245624042205,-1.5089034745189382,-0.7632837965311907,-0.01885253119030224,1.0907037430545625,-0.5057344125412654,-2.0140401193640898,Hylidae,HypsiboasCinerascens
0.14657791790818173,-1.0449891992524754,-1.0289493823138003,0.4182921210866131,1.2162806710266596,-0.2222265146795263,-0.7577995944867723,0.3890997241842079,0.6486013396896437,-0.01730455040294339,-0.053605592488718566,0.7531214755285917,0.43449254491201467,-0.710015984712789,-0.44171796903829125,1.109917038396102,0.5946810436342583,-0.5767039388825393,-0.9102905211996343,-0.27175837316598805,1.1541744218837562,0.8424804991567293,Leptodactylidae,AdenomeraHylaedactylus
0.14657791790818173,-0.943895336859951,0.11926894681557401,-0.3112542470375196,0.42418430014407343,1.031270129659027,0.684816031653628,-1.36881245229267,-0.9756709426928675,0.6039894201389525,1.1509634509624216,-0.06621854835373397,-0.16354067701333375,0.025741410380331876,-0.19135608221006206,-0.11726325946462729,0.049495253688055664,0.48370796925902965,0.8141724315758422,0.5786777791566629,-1.3425181289586494,-0.9513825432259189,Hylidae,HypsiboasCordobae
0.14657791790818173,-0.7629740278747719,-0.5696393006002295,0.9808335383035055,1.0579598879386054,-0.17047210503816668,-0.7615523088895735,-0.11987633995571427,0.38890646683053354,-0.4999469954564378,-0.6125768472984342,1.0635410578735585,0.5891211330082674,-1.5134155995646945,-0.7040158291482046,1.4760059680139501,0.9341493845195218,-1.3546831394738212,-1.981559879518741,-0.4513117087843854,1.8478029715475213,0.8843715702900726,Leptodactylidae,AdenomeraHylaedactylus
